source,condition_tag,section,resource_type,content,url,collection
WHO,bipolar,Symptoms and patterns,condition_info,"Bipolar disorder is a mental health condition characterized by mood swings from one extreme to another. During a manic episode, a person experiences an extremely high mood with lots of energy (feeling very happy, excited, overactive). They may have a sense of euphoria, sudden shifts in mood or an excess of emotion (uncontrollable laughing or feeling much more irritable, agitated or restless than usual). In manic episodes, the changes in mood and activities are accompanied by other characteristic symptoms, which may include: talking quickly and rapidly shifting from one idea to the next; reckless or risk-taking behaviour, for example overspending, risky sexual activity, drinking, or harming oneself or others; and fixed and mistaken grandiose or persecutory beliefs in something untrue (e.g. “I am a very famous person”, “My neighbour is spying on me”). On the contrary, during a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty). They may feel a loss of interest or pleasure in activities that they had previously enjoyed. Other symptoms are also present, which may include: A depressive episode is different from mood fluctuations commonly experienced by most people, in that the symptoms last most of the day, nearly every day, for at least two weeks. Both manic and depressive episodes can cause significant difficulties in all aspects of life, including at home, work and school. They may require specialized care to prevent the person from doing harm to themselves or others. Some people with bipolar disorder may experience what are called hypomanic episodes. Hypomanic episodes involve similar symptoms to manic episodes, but the symptoms are less intense and do not typically disrupt the person’s ability to function to the same extent. There are two main types of bipolar disorder, depending on patterns of manic or hypomanic and depressive episodes. People with bipolar type I disorder experience one or more manic episodes interspaced with episodes of depression which usually become more common over time (compared with manic episodes). People with bipolar type II disorder have had one or more hypomanic episodes and at least one depressive episode, but no history of manic episodes.",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
WHO,bipolar,Risks and protective factors,condition_info,"The exact cause of bipolar disorder is unknown. Several factors – including biological (e.g. genetic), psychological, social and structural factors – may contribute to its onset, trajectory and outcomes. Adverse circumstances or life-altering events can trigger or exacerbate the symptoms of bipolar disorder. These may include bereavement, violence or the breakdown of a relationship. The use of alcohol or drugs can also influence the onset and trajectory of bipolar disorder. Although employment can be a source of stress for people living with bipolar disorder, it can also be protective. Under good working conditions, and when supported at their workplace with reasonable adjustments, employment can promote recovery by improving functioning, reducing symptoms and leading to a higher quality of life and improved self-esteem.",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
WHO,bipolar,Treatment and care,condition_info,"Even though symptoms often recur, recovery is possible. With appropriate care, people with bipolar disorder can cope with their symptoms and live meaningful and productive lives. There are a range of effective treatment options, typically a mix of medicines and psychological and psychosocial interventions. Medicines are considered essential for treatment, but themselves are usually insufficient to achieve full recovery. People with bipolar disorder should be treated with respect and dignity and should be meaningfully involved in care choices, including through shared decision-making regarding treatment and care, balancing effectiveness, side-effects and individual preferences.",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
WHO,bipolar,Medicines,condition_info,"People with bipolar disorder need treatment and care across acute episodes of mania and depression and when indicated, longer-term treatment to prevent relapse. Mood stabilizers (such as lithium, valproate) and antipsychotics are proven to help manage acute mania. Lithium prescription requires clinical and laboratory monitoring. Girls and women who are pregnant, breastfeeding or have childbearing potential should not use valproate. Lithium and carbamazepine also need to be avoided during pregnancy and breastfeeding whenever possible. Antidepressants should not be taken during a manic episode and they may be combined with mood stabilizers or antipsychotics during episodes of depression. Some medicines for bipolar disorder can make people feel sleepy, have involuntary muscle spasms or tremors, or experience metabolic changes (e.g. involving weight gain). These side effects can affect adherence to treatment and should be monitored and managed. Adults with bipolar disorder who are in complete remission (no symptoms) usually need to continue with mood stabilizers or antipsychotic medicines for at least six months. Those experiencing multiple episodes of mania and depression will usually require longer-term treatment to minimize relapses.",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
WHO,bipolar,Psychological and psychosocial interventions,condition_info,"People with bipolar disorder can benefit from lifestyle changes involving regular sleep, physical activity, a healthy diet, reduction of stressors, and mood monitoring. Psychological interventions (e.g. cognitive behavioural therapy, interpersonal therapy, psychoeducation) can effectively reduce depressive symptoms and the possibility of them coming back. Family psychoeducation can also help families understand and support their loved one better. Support from family and friends is very important. Support groups – where people can receive encouragement, learn coping skills, and share experiences – can be helpful to people with bipolar disorder and their families. Recovery-oriented psychosocial interventions include supported employment, supported housing, peer support, and social and life skills training. They serve to promote hope and to support the autonomy, personal empowerment and social inclusion of people with bipolar disorder. Medicines and psychological or psychosocial interventions should be tailored to the needs of the person and combined for best outcomes.",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
WHO,bipolar,WHO response,condition_info,"The Comprehensive mental health action plan 2013-2030 highlights the steps needed to provide appropriate services for people with mental health conditions, including bipolar disorder. The WHO Special Initiative for Mental Health aims to further progress towards the plan’s objectives by ensuring 100 million more people can access quality and affordable care for mental health conditions. WHO's Mental Health Gap Action Programme (mhGAP), which is being implemented in more than 100 countries, provides evidence-based technical guidance, tools and training packages to build capacities and expand treatment coverage for a set of priority conditions, including bipolar disorder, in non-specialized settings in LMICs. WHO’s guidelines on Management of physical health conditions in adults with severe mental disorders provide evidence-based recommendations to practitioners on how to recognize and manage comorbid physical and mental health conditions, including bipolar disorder. WHO’s QualityRights initiative aims to improve the quality of care and human rights standards in mental health and social care facilities and to empower organizations to advocate for the health of people with mental health conditions, including bipolar disorder. The Guidance on community mental health services and person-centred and rights-based approaches describes what person-centred and human rights-based approaches look like in mental health, and give examples of good practice services. (1) 2021 Global Burden of Disease (GBD) [online database]. Seattle: Institute for Health Metrics and Evaluation; 2024 (https://vizhub.healthdata.org/gbd-results/, accessed 13 August 2025). (2) Chan JKN, Tong CHY, Wong CSM, Chen EYH, Chang WC. Life expectancy and years of potential life lost in bipolar disorder: systematic review and meta-analysis. Br J Psychiatry. 2022;221(3):567–76 (https://doi.org/10.1192/bjp.2022.19).",https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,clinical_guidelines
WHO,general,Key facts,condition_info,"Nearly 1 in 7 people in the world live with a mental disorder. Mental disorders can severely disrupt daily life and cause long-term suffering if left untreated. There are many different types of mental disorders. Most people do not have access to effective care. A mental disorder is characterized by a clinically significant disturbance in an individual’s cognition, emotional regulation, or behaviour. It is usually associated with distress or impairment in important areas of functioning. There are many different types of mental disorders. Mental disorders may also be referred to as mental health conditions. The latter is a broader term covering mental disorders, psychosocial disabilities and (other) mental states associated with significant distress, impairment in functioning, or risk of self-harm. This fact sheet focuses on mental disorders as described by the International Classification of Diseases 11th Revision (ICD-11). In 2021, nearly 1 in every 7 people (1.1 billion) around the world were living with a mental disorder, with anxiety and depressive disorders the most common (1). While effective prevention and treatment options exist, most people with mental disorders do not have access to effective care. Many people also experience stigma, discrimination and violations of human rights.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Anxiety disorders,condition_info,"In 2021, 359 million people were living with an anxiety disorder including 72 million children and adolescents (1). Anxiety disorders are characterised by excessive fear and worry and related behavioural disturbances. Symptoms are severe enough to result in significant distress or significant impairment in functioning. There are several different kinds of anxiety disorders, such as: generalized anxiety disorder (characterised by excessive worry), panic disorder (characterised by panic attacks), social anxiety disorder (characterised by excessive fear and worry in social situations), separation anxiety disorder (characterised by excessive fear or anxiety about separation from those individuals to whom the person has a deep emotional bond), and others. Effective psychological treatment exists, and depending on the age and severity, medication may also be considered.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Depression,condition_info,"In 2019, 280 million people were living with depression, including 23 million children and adolescents (1). Depression is different from usual mood fluctuations and short-lived emotional responses to challenges in everyday life. During a depressive episode, the person experiences depressed mood (feeling sad, irritable, empty) or a loss of pleasure or interest in activities, for most of the day, nearly every day, for at least two weeks. Several other symptoms are also present, which may include poor concentration, feelings of excessive guilt or low self-worth, hopelessness about the future, thoughts about dying or suicide, disrupted sleep, changes in appetite or weight, and feeling especially tired or low in energy. People with depression are at an increased risk of suicide. Yet, effective psychological treatment exists, and depending on the age and severity, medication may also be considered.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Bipolar disorder,condition_info,"In 2021, 37 million people experienced bipolar disorder, including 3.8 milion adolescents aged 10–19 years (1). People with bipolar disorder experience alternating depressive episodes with periods of manic symptoms. During a depressive episode, the person experiences depressed mood (feeling sad, irritable, empty) or a loss of pleasure or interest in activities, for most of the day, nearly every day. Manic symptoms may include euphoria or irritability, increased activity or energy, and other symptoms such as increased talkativeness, racing thoughts, increased self-esteem, decreased need for sleep, distractibility, and impulsive reckless behaviour. People with bipolar disorder are at an increased risk of suicide. Yet effective treatment options exist including psychoeducation, reduction of stress and strengthening of social functioning, and medication.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Post-Traumatic Stress Disorder (PTSD),condition_info,"PTSD may develop following exposure to an extremely threatening or horrific event or series of events. It is characterised by all of the following: 1) re-experiencing the traumatic event or events in the present (intrusive memories, flashbacks, or nightmares); 2) avoidance of thoughts and memories of the event(s), or avoidance of activities, situations, or people reminiscent of the event(s); and 3) persistent perceptions of heightened current threat. These symptoms persist for at least several weeks and cause significant impairment in functioning. Effective psychological treatment exists.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Schizophrenia,condition_info,"Schizophrenia affects approximately 23 million people or 1 in 345 people worldwide (1). People with schizophrenia have a life expectancy nine years below that of the general population (2). Schizophrenia is characterised by significant impairments in perception and changes in behaviour. Symptoms may include persistent delusions, hallucinations, disorganised thinking, highly disorganised behaviour, or extreme agitation. People with schizophrenia may experience persistent difficulties with their cognitive functioning. Yet, a range of effective treatment options exist, including medication, psychoeducation, family interventions, and psychosocial rehabilitation.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Eating disorders,condition_info,"In 2021, 16 million people experienced eating disorders including almost 3.4 million children and adolescents (1). Eating disorders, such as anorexia nervosa and bulimia nervosa, involve abnormal eating and preoccupation with food as well as prominent body weight and shape concerns. The symptoms or behaviours result in significant risk or damage to health, significant distress, or significant impairment of functioning. Anorexia nervosa often has its onset during adolescence or early adulthood and is associated with premature death due to medical complications or suicide. Individuals with bulimia nervosa are at a significantly increased risk for substance use, suicidality, and health complications. Effective treatment options exist, including family-based treatment and cognitive-based therapy.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Disruptive behaviour and dissocial disorders,condition_info,"In 2021, 41 million people, including children and adolescents, were living with conduct-dissocial disorder (1). This disorder, also known as conduct disorder, is one of two disruptive behaviour and dissocial disorders, the other is oppositional defiant disorder. Disruptive behaviour and dissocial disorders are characterised by persistent behaviour problems such as persistently defiant or disobedient to behaviours that persistently violate the basic rights of others or major age-appropriate societal norms, rules, or laws. Onset of disruptive and dissocial disorders, is commonly, though not always, during childhood. Effective psychological treatments exist, such as cognitive problem-solving and/or social skills training, and often involve parents, caregivers, and teachers.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Neurodevelopmental disorders,condition_info,"Neurodevelopmental disorders are behavioural and cognitive disorders, that arise during the developmental period, and involve significant difficulties in the acquisition and execution of specific intellectual, motor, language, or social functions. Neurodevelopmental disorders include disorders of intellectual development, autism spectrum disorder, and attention deficit hyperactivity disorder (ADHD) amongst others. ADHD is characterised by a persistent pattern of inattention and/or hyperactivity-impulsivity that has a direct negative impact on academic, occupational, or social functioning. Disorders of intellectual development are characterised by significant limitations in intellectual functioning and adaptive behaviour, which refers to difficulties with everyday conceptual, social, and practical skills that are performed in daily life. Autism spectrum disorder (ASD) constitutes a diverse group of conditions characterised by some degree of difficulty with social communication and reciprocal social interaction, as well as persistent restricted, repetitive, and inflexible patterns of behaviour, interests, or activities. Effective treatment options exist including psychosocial interventions, behavioural interventions, occupational and speech therapy. For certain diagnoses and age groups, medication may also be considered.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Risk factors,condition_info,"At any one time, a diverse set of individual, family, community, and structural factors may combine to protect or undermine mental health. Although most people are resilient, people who are exposed to adverse circumstances – including poverty, violence, disability, and inequality – are at higher risk. Protective and risk factors include individual psychological and biological factors, such as emotional skills as well as genetics. Many of the risk and protective factors are influenced through changes in brain structure and/or function.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,Health systems and social support,condition_info,"Health systems have not yet adequately responded to the needs of people with mental disorders and are significantly under resourced. The gap between the need for treatment and its provision is wide all over the world; and is often poor in quality when delivered. For example, only 29% of people with psychosis (3) and only one third of people with depression receive formal mental health care (4). People with mental disorders also require social support, including support in developing and maintaining personal, family, and social relationships. People with mental disorders may also need support for educational programmes, employment, housing, and participation in other meaningful activities.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
WHO,general,WHO response,condition_info,"WHO’s Comprehensive Mental Health Action Plan 2013–2030 recognizes the essential role of mental health in achieving health for all people. The plan includes four major objectives: to strengthen effective leadership and governance for mental health; to provide comprehensive, integrated and responsive mental health and social care services in community-based settings; to implement of strategies for promotion and prevention in mental health; and to strengthen information systems, evidence, and research for mental health. WHO's Mental Health Gap Action Programme (mhGAP) uses evidence-based technical guidance, tools and training packages to expand services in countries, especially in resource-poor settings. It focuses on a prioritized set of conditions, directing capacity building towards non-specialized health-care providers in an integrated approach that promotes mental health at all levels of care. The WHO mhGAP Intervention Guide 2.0 is part of this programme, and provides guidance for doctors, nurses, and other health workers in non-specialist health settings on assessment and management of mental disorders. 1) 2021 Global Burden of Disease (GBD) [online database]. Seattle: Institute for Health Metrics and Evaluation; 2024 (https://vizhub.healthdata.org/gbd-results/, accessed 13 August 2025). (2) Yung NCL, Wong CSM, Chan JKN, Chen EYH, Chang WC. Excess mortality and life-years lost in people with schizophrenia and other non-affective psychoses: an 11-year population-based cohort study. Schizophr Bull. 2021;47(2):474–84 (https://doi.org/10.1093/schbul/sbaa137). (3) Mental health atlas 2020. Geneva: World Health Organization; 2021 (https://iris.who.int/handle/10665/345946). Licence: CC BY-NC-SA 3.0 IGO. (4) Moitra M, Santomauro D, Collins PY, Vos T, Whiteford H, Saxena S, et al. The global gap in treatment coverage for major depressive disorder in 84 countries from 2000–2019: a systematic review and Bayesian meta-regression analysis. PLoS Med. 2022;19(2):e1003901. doi:10.1371/journal.pmed.1003901.",https://www.who.int/news-room/fact-sheets/detail/mental-disorders,clinical_guidelines
